"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"1",-0.0191253679208268,-0.0361837676154385,-0.0493919986178383,-0.068875937024791,-0.129131704435608,-0.300198782211621,-0.592459306110608,-0.882618597308932,-1,-0.903300344526874,-0.703604091853884,-0.520235102554535,-0.375547326719483,-0.243796079082406,-0.115634397092442,-0.00096953984741209,0.0957262548398568,0.176153663137747,0.2428250914403,0.297835016072933,0.341821431897908,0.375602825516125,0.400624096033187,0.418802123625258,0.432643040909368,0.442274253818675,0.447151391547869,0.446130696287901,0.441034458961534,0.433219263197973,0.421127281905411,0.40500270978907,0.38627403761467,0.365816215976219,0.342152976883062,0.314882798606448,0.285859823552433,0.254540163513931,0.22328131085262,0.185982741322038
"2",-0.0222604386350973,-0.0297509686249469,-0.0335313407092141,-0.029397353739541,-0.0298425523362751,-0.121615536667828,-0.419894017294058,-0.818247545683735,-1,-0.850076446959037,-0.565234314381439,-0.338471009939376,-0.194095394611315,-0.0818315724668837,0.0221327302376343,0.113406074544053,0.186611987799014,0.243098276954231,0.284866046102222,0.313544467707839,0.333664900288234,0.350510197591857,0.365612351589866,0.376971275786538,0.383559706219807,0.38728054889171,0.387150805300661,0.384664307538102,0.380259639821615,0.375207271746679,0.369146465250341,0.357182579760507,0.339035267360837,0.31612712836729,0.291182269393487,0.263970204765915,0.236576499110875,0.204313084005159,0.169156641218267,0.130852771552064
"3",-0.0212185219585243,-0.0256036948067803,-0.0156851841308021,0.00591687453214985,-0.00941027214688686,-0.164758356157494,-0.498889385289863,-0.854607802282287,-1,-0.883667868391721,-0.655959542117255,-0.457081090068602,-0.31436212222246,-0.196055370404589,-0.0854106200544986,0.013382915989743,0.0963777438331106,0.165009855635807,0.222803737142525,0.270903710979593,0.310827855942495,0.345159979866071,0.374351733896786,0.39716762684743,0.413084749386009,0.423652967047632,0.430760971053459,0.433010843469868,0.431201793750169,0.425399491202583,0.414388355015265,0.397826415758676,0.377596077167025,0.356356946223473,0.332263296201065,0.305179247520547,0.275016775364509,0.241982668192896,0.206859019522298,0.154459103215736
"4",-0.0097660923292127,-0.00937730282793807,0.00282491588535731,0.0388825857978445,0.0559563755911088,-0.0757014741961704,-0.428569870426979,-0.831315346914535,-1,-0.863440357622716,-0.600147153758633,-0.384465098586883,-0.24691405434282,-0.145170045984413,-0.0537824719331926,0.02598140945397,0.0898144649236205,0.14170775163554,0.188368854211662,0.23263654953067,0.274365638006751,0.314564109252803,0.353537132351352,0.390339887462366,0.423133634291096,0.450174841660875,0.470668206676044,0.482822934444999,0.484844821635147,0.476440742322086,0.45925810964682,0.435373573084587,0.406028032382006,0.370813837997708,0.331601315112868,0.289380047759074,0.246827707171292,0.204614620075853,0.163013007292474,0.120319330018662
"5",0.0140635881618411,0.0297129148655461,0.0213046566597023,-0.0208516050450474,-0.10841896796162,-0.281366587993376,-0.565213092300144,-0.866775732503869,-1,-0.874336009614455,-0.586085074826456,-0.282267596852373,-0.031665332288987,0.165452990829554,0.314949256019319,0.414183537426537,0.46597695839462,0.481832259752677,0.473713222843383,0.451540554950596,0.421468255415517,0.387381360509479,0.351431662785101,0.31556150670633,0.282517799903554,0.253857567195031,0.229428556377022,0.208504240773834,0.190420383965005,0.173631886590053,0.15679094035708,0.140592463689585,0.125800149010331,0.111581182553865,0.0979285016704319,0.0848871452248668,0.0717909085172657,0.0584067241056915,0.0451509409822982,0.0327549486308008
"6",-0.0262322202312198,-0.0355687834684964,-0.0559102326045001,-0.0993741196655055,-0.181464254191215,-0.34350308069152,-0.605951117559692,-0.879995327433693,-1,-0.885469807148397,-0.629825856701051,-0.36340253031192,-0.145400250857276,0.0271937946876168,0.163400906640231,0.26303797091553,0.326729199074327,0.364000582717728,0.384738027338121,0.394925665152893,0.39666434692091,0.393352958713185,0.38669770886394,0.379263547623417,0.37379312708794,0.368001129353866,0.360313494921742,0.352804464375516,0.340189437384228,0.32565035944032,0.3099575725567,0.292625328286119,0.273189978157105,0.249700861042117,0.223346414414235,0.194827974239546,0.166481823671961,0.140661384622115,0.113505926627178,0.0762949796522366
"7",-0.0190213975350478,-0.0319801601399176,-0.0430533162080181,-0.0440307344756285,-0.0562384426894034,-0.176239535794643,-0.481480064493211,-0.842167445504154,-1,-0.870589548092079,-0.615242441632736,-0.399970850526968,-0.255625392834696,-0.141623625647893,-0.0355559806520373,0.0593547035407503,0.138168046712031,0.201484345822061,0.252490458102189,0.29289663779047,0.326265497044061,0.355776150265535,0.378867998433217,0.395203089844143,0.405819874475083,0.411467584875069,0.412606691625904,0.410153125825523,0.404005319778831,0.394311298153562,0.383304183860302,0.368442507219051,0.349666602902195,0.325766312318387,0.299954453948389,0.272857741462394,0.24481048287924,0.213795899033514,0.182361836052434,0.148806693447745
"8",-0.0154805023162227,-0.0602121605213114,-0.115577033204996,-0.186183118281083,-0.27530268693692,-0.413295185234849,-0.635579966914279,-0.884382961668418,-1,-0.889920708357443,-0.652925893466348,-0.434726079712437,-0.284001579461664,-0.16962618172551,-0.0641600738465002,0.0316603535119686,0.110030396487846,0.171279726957603,0.219240687880743,0.2568277268124,0.289159277448147,0.319917293104968,0.346105093467534,0.365635744432435,0.376521583877044,0.379804226763875,0.376283034788903,0.368873937178617,0.356332329994881,0.339669453937431,0.323094737325598,0.308601028131753,0.293015327149331,0.274209954312663,0.250874371308324,0.22791587366381,0.204789206320514,0.182454492316423,0.157709099017874,0.120339124939715
"9",-0.0254889689027626,-0.0522695780727645,-0.0727387924773221,-0.0985870511453487,-0.156100456903257,-0.304411151118048,-0.575917025956432,-0.869034373341985,-1,-0.883912060288564,-0.648090484358661,-0.429368010590677,-0.269651476049924,-0.143092622068376,-0.0289028655612389,0.0721940628332123,0.157571098164661,0.226536704218242,0.286218726337099,0.33844967110177,0.387400648009355,0.429110455203392,0.464296384437474,0.488843988399706,0.506601144576142,0.520493682166348,0.527007257910813,0.523968104340838,0.517248484286546,0.50218278190725,0.480899692478868,0.451073490854207,0.416212081408106,0.381776926127963,0.340334976536704,0.293947963509553,0.24834778219056,0.20354731034909,0.160180134237867,0.104111614202634
"10",-0.00284286889169847,-0.00490014361643365,-0.00204008985233284,0.0162799661212515,0.026567321737636,-0.0891055273914592,-0.424157511630475,-0.825803331410263,-1,-0.863655222359973,-0.595748953564019,-0.369849877864657,-0.219162114721298,-0.105890728761339,-0.00582910871886777,0.080403108006923,0.148177789779911,0.200278394932917,0.244541716277757,0.28578197306885,0.324237789534413,0.358109173039389,0.386834914750757,0.411849706015934,0.433237507211509,0.449775246418795,0.460866363067254,0.467361753838977,0.469216247069367,0.463096959505075,0.449023531000284,0.426213804362502,0.398932082929284,0.366413885376899,0.329128113223759,0.288746609056427,0.247106190236537,0.205999975450182,0.160175285698503,0.0954271054537421
